id,sector,category,brand,product_or_line,common_use,made_in_canada_claim,manufacturing_location,ownership_note,origin_caveat,tariff_relevance,candidate_hs_heading,evidence_quote,official_source_url,secondary_source_url,verification_date,confidence,sector_fr,category_fr,product_or_line_fr,common_use_fr,made_in_canada_claim_fr,manufacturing_location_fr,ownership_note_fr,origin_caveat_fr,tariff_relevance_fr
404,Major appliances and household equipment,Boilers and hydronic heating,NTI Boilers,"NTI high-efficiency gas boilers, combi boilers and water heaters",Condensing gas boilers that heat homes and domestic hot water.,"NTI's About page states its head office and manufacturing facility are located in Saint John, New Brunswick and that NTI manufactures its hydronic products to advanced codes.","Saint John, New Brunswick",ownership not verified,Page markets products as 'North American-made' rather than exclusively Canadian-made.,Replaces U.S.-origin residential gas boilers imported under HS Chapter 84 (central heating boilers).,84.03,"Today our head office and manufacturing facility are located on the stunning Drury Cove in Saint John, NB",https://ntiboilers.com/about,,2026-08-30,High,Gros électroménagers et équipement domestique,Chaudières et chauffage hydronique,"Chaudières au gaz à haute efficacité, chaudières combinées et chauffe-eau NTI",Chaudières au gaz à condensation qui chauffent la maison et l’eau chaude domestique.,"La page « À propos » de NTI indique que son siège social et son usine se trouvent à Saint John, au Nouveau-Brunswick, et que NTI fabrique ses produits hydroniques selon des normes de pointe.","Saint John, Nouveau-Brunswick",Propriété non vérifiée,La page présente les produits comme « fabriqués en Amérique du Nord » plutôt que fabriqués exclusivement au Canada.,Remplace les chaudières résidentielles au gaz d’origine américaine importées sous le chapitre 84 du SH (chaudières pour le chauffage central).
405,Major appliances and household equipment,Boilers and hydronic heating,Camus Hydronics,Camus copper-tube and stainless steel commercial boilers,High-efficiency gas boilers and water heaters for homes and commercial buildings.,Camus states it is a manufacturer of gas-fired high-efficiency boilers operating from a modern manufacturing facility located beside Toronto Pearson Airport.,"Canada (city not stated; page says 'beside Toronto Pearson Airport', Ontario)",ownership not verified,Fetched page does not use the phrase 'made in Canada' and does not name the municipality.,Alternative to U.S.-built commercial hydronic boilers in HS Chapter 84.,84.03,"Located beside Toronto Pearson Airport, we operate out of a modern manufacturing facility complete with a state-of-the-art testing lab",https://camus-hydronics.com/aboutus,,2026-08-30,Medium,Gros électroménagers et équipement domestique,Chaudières et chauffage hydronique,Chaudières commerciales à tubes de cuivre et en acier inoxydable Camus,Chaudières au gaz et chauffe-eau à haute efficacité pour les maisons et les immeubles commerciaux.,Camus affirme être un fabricant de chaudières au gaz à haute efficacité qui exploite une usine moderne située à côté de l’aéroport Pearson de Toronto.,"Canada (ville non précisée; la page indique « à côté de l’aéroport Pearson de Toronto », en Ontario)",Propriété non vérifiée,La page consultée n’emploie pas l’expression « fabriqué au Canada » et ne nomme pas la municipalité.,"Solution de rechange aux chaudières hydroniques commerciales fabriquées aux États-Unis, du chapitre 84 du SH."
406,Major appliances and household equipment,Electric boilers and water heaters,Thermo 2000,Thermo 2000 BTH electric boilers and Turbomax indirect water heaters,Electric boilers and indirect tanks for hydronic home heating and hot water.,"Thermo 2000 states: 'Since 1978, we have been designing and manufacturing electric boilers and indirect water heaters in Richmond' in Quebec's Eastern Townships.","Richmond, Quebec",ownership not verified,None stated on fetched official page,Replaces U.S.-origin electric boilers and indirect water heaters in HS Chapter 84.,84.03,"Since 1978, we have been designing and manufacturing electric boilers and indirect water heaters in Richmond, located in the heart of the Eastern Townships",https://www.thermo2000.com/en/our-history/,,2026-08-30,High,Gros électroménagers et équipement domestique,Chaudières électriques et chauffe-eau,Chaudières électriques BTH et chauffe-eau indirects Turbomax de Thermo 2000,Chaudières électriques et réservoirs indirects pour le chauffage hydronique résidentiel et l’eau chaude.,"Thermo 2000 affirme : « Depuis 1978, nous concevons et fabriquons des chaudières électriques et des chauffe-eau indirects à Richmond », dans les Cantons-de-l’Est, au Québec.","Richmond, Québec",Propriété non vérifiée,Aucune précision sur la page officielle consultée,Remplace les chaudières électriques et les chauffe-eau indirects d’origine américaine du chapitre 84 du SH.
407,Major appliances and household equipment,Heat pumps,Maritime Geothermal (Nordic Heat Pumps),Nordic geothermal and air-to-water heat pumps,Ground-source and air-source heat pumps that heat and cool homes.,"Company states: 'Our heat pumps are built in Petitcodiac, New Brunswick, Canada at our 30,000 square foot manufacturing facility.'","Petitcodiac, New Brunswick",ownership not verified,None stated on fetched official page,Direct alternative to U.S.-built residential heat pumps classified in HS Chapter 84 (heat pumps other than air conditioning machines).,84.18,"Our heat pumps are built in Petitcodiac, New Brunswick, Canada at our 30,000 square foot manufacturing facility.",https://www.nordicghp.com/about-us/our-facility/,,2026-08-30,High,Gros électroménagers et équipement domestique,Thermopompes,Thermopompes géothermiques et air-eau Nordic,Thermopompes géothermiques et à air qui chauffent et climatisent les maisons.,"L’entreprise affirme : « Nos thermopompes sont fabriquées à Petitcodiac, au Nouveau-Brunswick, au Canada, dans notre usine de 30 000 pieds carrés. »","Petitcodiac, Nouveau-Brunswick",Propriété non vérifiée,Aucune précision sur la page officielle consultée,"Solution de rechange directe aux thermopompes résidentielles fabriquées aux États-Unis, classées au chapitre 84 du SH (thermopompes autres que les climatiseurs)."
408,Major appliances and household equipment,HVAC air handling equipment,Engineered Air,"Engineered Air custom air handling units, make-up air and cleanroom systems","Custom commercial heating, ventilating and air-conditioning units for buildings.","Engineered Air's history page describes Canadian manufacturing plants, including a Newmarket, Ontario plant 'built as the Eastern Canada Manufacturing Facility', plus Calgary and Edmonton plants.","Calgary and Edmonton, Alberta; Newmarket, Ontario",ownership not verified,"Company also lists a U.S. manufacturing location (De Soto), so not all units are Canadian-built.",Replaces U.S.-built commercial air handling and heating/ventilating equipment in HS Chapter 84.,84.15,Newmarket Ontario Plant was built as the Eastern Canada Manufacturing Facility making it easier to provide service across Canada.,https://www.engineeredair.com/about/,,2026-08-30,High,Gros électroménagers et équipement domestique,Équipement de traitement de l’air CVCA,"Unités de traitement d’air sur mesure, unités d’air d’appoint et systèmes de salle blanche Engineered Air","Appareils commerciaux sur mesure de chauffage, de ventilation et de climatisation pour les bâtiments.","La page d’historique d’Engineered Air décrit des usines canadiennes, dont une usine de Newmarket, en Ontario, « construite comme l’usine de fabrication de l’Est du Canada », ainsi que des usines à Calgary et à Edmonton.","Calgary et Edmonton, Alberta; Newmarket, Ontario",Propriété non vérifiée,L’entreprise mentionne aussi une usine aux États-Unis (De Soto); tous les appareils ne sont donc pas fabriqués au Canada.,"Remplace l’équipement commercial de traitement d’air et de chauffage-ventilation fabriqué aux États-Unis, du chapitre 84 du SH."
409,Major appliances and household equipment,Commercial refrigeration,KeepRite Refrigeration,"KeepRite condensing units, evaporators and refrigeration systems","Refrigeration systems for walk-in coolers, freezers and commercial food storage.","KeepRite states its Brantford, Ontario facilities span a combined 200,000 sq ft for product design, production and testing, and that its products have been manufactured for more than 80 years.","Brantford, Ontario",ownership not verified,"Company also operates a 190,000 sq ft manufacturing plant in Kilgore, Texas, so specific models may be U.S.-built.",Replaces U.S.-origin commercial refrigeration equipment in HS Chapter 84 (refrigerating equipment).,84.18,"Our Brantford, Ontario facilities feature a combined space of 200,000 ft², allowing for exceptional product design, production, and testing.",https://k-rp.com/company,https://k-rp.com/brantford,2026-08-30,High,Gros électroménagers et équipement domestique,Réfrigération commerciale,"Groupes de condensation, évaporateurs et systèmes de réfrigération KeepRite","Systèmes de réfrigération pour les chambres froides, les congélateurs et l’entreposage alimentaire commercial.","KeepRite indique que ses installations de Brantford, en Ontario, totalisent 200 000 pi² pour la conception, la production et les essais de produits, et que ses produits sont fabriqués depuis plus de 80 ans.","Brantford, Ontario",Propriété non vérifiée,"L’entreprise exploite aussi une usine de 190 000 pi² à Kilgore, au Texas; certains modèles peuvent donc être fabriqués aux États-Unis.",Remplace l’équipement de réfrigération commerciale d’origine américaine du chapitre 84 du SH (matériel frigorifique).
410,Major appliances and household equipment,Commercial cooking equipment,Garland Commercial Ranges,"Garland restaurant ranges, griddles and Master Series cooking equipment",Heavy-duty commercial ranges and griddles used in restaurant kitchens.,"Garland's official company history states a manufacturing facility, Garland Commercial Ranges Ltd., was established in Mississauga, Ontario in 1953 and that in 2010 'Manufacturing for all Garland products moved to the Mississauga facility.'","Mississauga, Ontario",ownership not verified,None stated on fetched official page,Alternative to U.S.-made commercial cooking ranges and ovens imported under HS Chapter 84 (non-domestic cooking appliances).,84.19,2010 - Manufacturing for all Garland products moved to the Mississauga facility.,https://www.garland-group.com/Company/History,https://www.garlandcanada.ca/Contact,2026-08-30,High,Gros électroménagers et équipement domestique,Équipement de cuisson commercial,"Cuisinières de restaurant, plaques de cuisson et équipement de cuisson série Master de Garland",Cuisinières et plaques de cuisson commerciales robustes utilisées dans les cuisines de restaurant.,"L’historique officiel de Garland indique qu’une usine, Garland Commercial Ranges Ltd., a été établie à Mississauga, en Ontario, en 1953 et qu’en 2010 « la fabrication de tous les produits Garland a été transférée à l’usine de Mississauga ».","Mississauga, Ontario",Propriété non vérifiée,Aucune précision sur la page officielle consultée,Solution de rechange aux cuisinières et fours commerciaux fabriqués aux États-Unis et importés sous le chapitre 84 du SH (appareils de cuisson non domestiques).
411,Major appliances and household equipment,Commercial bakery equipment,Doyon Baking Equipment,"Doyon Artisan stone deck ovens, mixers and proofers","Ovens, mixers and proofers used by bakeries and pizzerias.",Doyon's company history states the Quebec-founded firm 'began manufacturing our own line of equipment' in the mid-1970s and later added the manufacture of bakery accessories.,Quebec (page cites Quebec origins; plant city not stated),ownership not verified,Fetched history page does not name the current plant city or state 'made in Canada' explicitly.,Alternative to U.S.-built commercial baking ovens and bakery machinery in HS Chapter 84.,84.38,In the mid 1970's we began manufacturing our own line of equipment and in the 80's we developed equipment for export.,https://doyonbaking.com/about-us/,,2026-08-30,Medium,Gros électroménagers et équipement domestique,Équipement de boulangerie commercial,"Fours à sole de pierre Artisan, mélangeurs et chambres de fermentation Doyon","Fours, mélangeurs et chambres de fermentation utilisés par les boulangeries et les pizzérias.",L’historique de Doyon indique que l’entreprise fondée au Québec « a commencé à fabriquer sa propre gamme d’équipement » au milieu des années 1970 et a plus tard ajouté la fabrication d’accessoires de boulangerie.,Québec (la page évoque des origines québécoises; la ville de l’usine n’est pas précisée),Propriété non vérifiée,La page d’historique consultée ne nomme pas la ville de l’usine actuelle et n’affirme pas explicitement une fabrication au Canada.,"Solution de rechange aux fours de boulangerie commerciaux et à la machinerie de boulangerie fabriqués aux États-Unis, du chapitre 84 du SH."
412,Major appliances and household equipment,Gas fireplaces,Montigo,Montigo direct-vent and custom gas fireplaces,"Built-in gas fireplaces for homes, condos and commercial spaces.","Montigo states that 'CSA Certified stock fireplaces are manufactured in the US and Canadian plant, and custom engineered fireplaces are produced in Canada.'","Langley, British Columbia",ownership not verified,"Company operates plants in both Canada and Ferndale, Washington, so some stock models are U.S.-built.",Substitute for U.S.-made gas fireplaces and stoves classified in HS Chapter 73 (iron/steel stoves and space heaters).,73.21,"CSA Certified stock fireplaces are manufactured in the US and Canadian plant, and custom engineered fireplaces are produced in Canada.",https://www.montigo.com/about/,https://www.montigo.com/contact-us/,2026-08-30,High,Gros électroménagers et équipement domestique,Foyers au gaz,Foyers au gaz à évacuation directe et sur mesure Montigo,"Foyers au gaz encastrés pour les maisons, les condos et les espaces commerciaux.","Montigo indique que « les foyers de série certifiés CSA sont fabriqués dans les usines américaine et canadienne, et que les foyers sur mesure sont produits au Canada ».","Langley, Colombie-Britannique",Propriété non vérifiée,"L’entreprise exploite des usines au Canada et à Ferndale, dans l’État de Washington; certains modèles de série sont donc fabriqués aux États-Unis.","Substitut aux foyers et poêles au gaz fabriqués aux États-Unis, classés au chapitre 73 du SH (poêles et appareils de chauffage en fer ou en acier)."
413,Major appliances and household equipment,"Wood, gas and pellet stoves",Enviro (Sherwood Industries),"Enviro wood, gas and pellet stoves, inserts and fireplaces","Freestanding stoves and inserts that heat homes with wood, pellets or gas.","Sherwood Industries, maker of the Enviro brand, states on its About page that it owns a large manufacturing plant and that the company is located in Saanichton, on Vancouver Island, British Columbia.","Saanichton, British Columbia",Enviro is the heating-appliance brand of Sherwood Industries Ltd.,Fetched page is the French-language version; it describes the factory and location rather than using the phrase 'made in Canada'.,Replaces U.S.-origin wood and pellet stoves in HS Chapter 73 (stoves and space heaters of iron or steel).,73.21,Nous sommes situés à Saanichton (environ 16 km au nord de Victoria) sur l'île de Vancouver en Colombie-Britannique.,https://enviro.com/fr/media/about-us/,https://enviro.com/media/about-us/,2026-08-30,High,Gros électroménagers et équipement domestique,"Poêles à bois, au gaz et aux granules","Poêles, encastrables et foyers au bois, au gaz et aux granules Enviro","Poêles autoportants et encastrables qui chauffent la maison au bois, aux granules ou au gaz.","Sherwood Industries, fabricant de la marque Enviro, indique sur sa page « À propos » qu’elle possède une grande usine et que l’entreprise est établie à Saanichton, sur l’île de Vancouver, en Colombie-Britannique.","Saanichton, Colombie-Britannique",Enviro est la marque d’appareils de chauffage de Sherwood Industries Ltd.,La page consultée est la version française; elle décrit l’usine et l’emplacement plutôt que d’employer l’expression « fabriqué au Canada ».,Remplace les poêles à bois et aux granules d’origine américaine du chapitre 73 du SH (poêles et appareils de chauffage en fer ou en acier).
414,Major appliances and household equipment,Chimneys and venting,Security Chimneys International,Security Chimneys ULC-listed chimney and venting systems,"Insulated chimney and venting pipe for wood stoves, fireplaces and appliances.","Security Chimneys states it is 'Based in Laval, Quebec' with a 104,800-square-foot facility and 'world-class manufacturing' processes.","Laval, Quebec",Part of the Duravent Group portfolio of brands,"Fetched page does not explicitly say products are made in Canada, and the parent group operates many non-Canadian brands and plants.",Alternative to U.S.-origin metal chimney and venting systems in HS Chapter 73 (tubes and structures of iron or steel).,73.06,"Based in Laval, Quebec, our state-of-the-art 104,800-square-foot facility ensures the reliability and performance that our clients expect.",https://securitychimneys.com/about/,,2026-08-30,Medium,Gros électroménagers et équipement domestique,Cheminées et systèmes d’évacuation,Systèmes de cheminée et d’évacuation homologués ULC de Cheminées Sécurité,"Cheminées isolées et conduits d’évacuation pour les poêles à bois, les foyers et les appareils.","Cheminées Sécurité indique être « établie à Laval, au Québec », avec une usine de 104 800 pieds carrés et des procédés de « fabrication de calibre mondial ».","Laval, Québec",Fait partie du portefeuille de marques du Duravent Group,"La page consultée n’affirme pas explicitement que les produits sont fabriqués au Canada, et la société mère exploite de nombreuses marques et usines hors du Canada.",Solution de rechange aux systèmes de cheminée et d’évacuation en métal d’origine américaine du chapitre 73 du SH (tubes et constructions en fer ou en acier).
415,Major appliances and household equipment,Ventilation fans and HRVs,Reversomatic,"Reversomatic bathroom, kitchen and commercial exhaust fans, HRVs and ERVs","Exhaust fans and heat-recovery ventilators that remove moist, stale air from buildings.","Reversomatic bills itself as 'Canada's #1 Fan Manufacturer' and states it 'now boasts 5 facilities across the Toronto region, including a plant in Brampton, Ontario.'","Brampton and Toronto region, Ontario",ownership not verified,None stated on fetched official page,Replaces U.S.-origin residential and commercial ventilating fans in HS Chapter 84 (fans and ventilating hoods).,84.14,"Reversomatic now boasts 5 facilities across the Toronto region, including a plant in Brampton, Ontario.",https://reversomatic.com/pages/our-story,https://reversomatic.com/pages/our-company,2026-08-30,High,Gros électroménagers et équipement domestique,Ventilateurs et VRC,"Ventilateurs d’extraction résidentiels et commerciaux, VRC et VRE Reversomatic",Ventilateurs d’extraction et ventilateurs récupérateurs de chaleur qui évacuent l’air humide et vicié des bâtiments.,"Reversomatic se présente comme « le premier fabricant de ventilateurs au Canada » et indique qu’elle « compte maintenant 5 installations dans la région de Toronto, dont une usine à Brampton, en Ontario ».","Brampton et région de Toronto, Ontario",Propriété non vérifiée,Aucune précision sur la page officielle consultée,Remplace les ventilateurs résidentiels et commerciaux d’origine américaine du chapitre 84 du SH (ventilateurs et hottes aspirantes).
416,Major appliances and household equipment,Electric baseboard and space heating,Ouellet Canada,Ouellet OFM standard electric baseboard heaters and floor heating systems,"Electric baseboards, convectors and floor heating used to heat rooms.","Ouellet's About page traces manufacturing of its heating equipment to L'Islet, Quebec, where the company began making residential heating equipment and later moved floor-heating manufacturing.","L'Islet, Quebec","Ouellet Canada Group Inc.; family-controlled (Beaulieu family), owner of Dettson, Britech, Convectair and other brands","Same timeline page states 'Ouellet's China factory starts assembling various Ouellet products', so some products are assembled offshore.",Alternative to U.S.-made electric space heaters and baseboards in HS Chapter 85 (electric space heating apparatus).,85.16,Charles-Emile Ouellet begins manufacturing residential hot-air heating equipment in a workshop next to his home in L'Islet.,https://www.ouellet.com/en-ca/about/about-us.aspx,,2026-08-30,Medium,Gros électroménagers et équipement domestique,Plinthes électriques et chauffage d’appoint,Plinthes électriques standards OFM et systèmes de chauffage par le sol Ouellet,"Plinthes électriques, convecteurs et chauffage par le sol utilisés pour chauffer les pièces.","La page « À propos » d’Ouellet retrace la fabrication de ses appareils de chauffage à L’Islet, au Québec, où l’entreprise a commencé à produire des appareils de chauffage résidentiel avant d’y transférer la fabrication du chauffage par le sol.","L’Islet, Québec","Groupe Ouellet Canada Inc.; entreprise à contrôle familial (famille Beaulieu), propriétaire des marques Dettson, Britech, Convectair et autres",La même page chronologique indique que « l’usine chinoise d’Ouellet commence à assembler divers produits Ouellet »; certains produits sont donc assemblés à l’étranger.,"Solution de rechange aux appareils de chauffage électriques et plinthes fabriqués aux États-Unis, du chapitre 85 du SH (appareils électriques de chauffage des locaux)."
417,Major appliances and household equipment,Ranges and kitchen appliances,Elmira Stove Works,Northstar retro appliances and Findlay Oval wood cookstove,"Retro-styled kitchen ranges, fridges, wall ovens and wood cookstoves.","Elmira Stove Works displays a 'Made in Canada' statement on its official site, and its About page describes moving manufacturing to a facility just outside Elmira, Ontario.","Elmira, Ontario",ownership not verified,None stated on fetched official page,Substitute for U.S.-built domestic cooking ranges and stoves in HS Chapter 73 (domestic stoves/cookers of iron or steel) and Chapter 85 for electric models.,73.21,Made in Canada,https://elmirastoveworks.com/,https://elmirastoveworks.com/pages/about-us,2026-08-30,High,Gros électroménagers et équipement domestique,Cuisinières et appareils de cuisine,Appareils rétro Northstar et cuisinière à bois Findlay Oval,"Cuisinières, réfrigérateurs, fours encastrés et cuisinières à bois de style rétro.","Elmira Stove Works affiche une mention « Fabriqué au Canada » sur son site officiel, et sa page « À propos » décrit le transfert de la fabrication vers une usine située tout près d’Elmira, en Ontario.","Elmira, Ontario",Propriété non vérifiée,Aucune précision sur la page officielle consultée,"Substitut aux cuisinières et poêles domestiques fabriqués aux États-Unis, du chapitre 73 du SH (cuisinières domestiques en fer ou en acier) et du chapitre 85 pour les modèles électriques."
418,Major appliances and household equipment,Water treatment equipment,Excalibur Water Systems,"Excalibur water softeners, iron filters and reverse osmosis systems",Household and commercial water softeners and filters that treat well or city water.,Excalibur states it is 'a Canadian manufacturer of water treatment and purification equipment' and that 'Our Canadian made products provide solutions for any water problems that you have.',Canada (location not stated; company operates from Ontario),ownership not verified,None stated on fetched official page,Replaces U.S.-origin water softeners and filtration equipment classified in HS Chapter 84 (filtering/purifying machinery for liquids).,84.21,Our Canadian made products provide solutions for any water problems that you have.,https://residential.excaliburwater.com/about-us/,https://www.excaliburwater.com/,2026-08-30,High,Gros électroménagers et équipement domestique,Équipement de traitement de l’eau,"Adoucisseurs d’eau, filtres à fer et systèmes d’osmose inverse Excalibur",Adoucisseurs et filtres domestiques et commerciaux qui traitent l’eau de puits ou l’eau municipale.,Excalibur affirme être « un fabricant canadien d’équipement de traitement et de purification de l’eau » et que « nos produits fabriqués au Canada règlent tous vos problèmes d’eau ».,Canada (emplacement non précisé; l’entreprise exploite ses activités depuis l’Ontario),Propriété non vérifiée,Aucune précision sur la page officielle consultée,Remplace les adoucisseurs et l’équipement de filtration d’eau d’origine américaine classés au chapitre 84 du SH (appareils de filtration ou d’épuration des liquides).
419,Major appliances and household equipment,Air distribution equipment,Price Industries,"Price diffusers, grilles, terminal units and critical-environment products","Air diffusers, grilles and terminal units that distribute conditioned air in buildings.","Price's official site describes its manufacturing operations and states that its Price Electronics division is 'Located in Winnipeg, Canada', backed by Price Industries.","Winnipeg, Manitoba",ownership not verified,Fetched pages describe manufacturing capability without an explicit 'made in Canada' claim; Price also operates U.S. plants.,Alternative to U.S.-made air distribution and ventilation components in HS Chapter 84 (parts of ventilating equipment).,84.14,"Located in Winnipeg, Canada, our company has 25 years' experience backed by the reach and reputation of Price Industries.",https://priceindustries.com/,https://priceindustries.com/corporate/about-price/,2026-08-30,Medium,Gros électroménagers et équipement domestique,Équipement de distribution d’air,"Diffuseurs, grilles, unités terminales et produits pour environnements critiques Price","Diffuseurs, grilles et unités terminales qui distribuent l’air conditionné dans les bâtiments.","Le site officiel de Price décrit ses activités de fabrication et indique que sa division Price Electronics est « située à Winnipeg, au Canada », soutenue par Price Industries.","Winnipeg, Manitoba",Propriété non vérifiée,Les pages consultées décrivent la capacité de fabrication sans affirmation explicite de fabrication au Canada; Price exploite aussi des usines aux États-Unis.,"Solution de rechange aux composants de distribution d’air et de ventilation fabriqués aux États-Unis, du chapitre 84 du SH (parties d’appareils de ventilation)."
420,"Housewares, plastics, glass and kitchen products",Cookware and bakeware,Crown Cookware,"Crown Cookware stock pots, cake pans, pizza pans and cookie sheets","Commercial-grade pots, pans and baking sheets for home and professional kitchens.",Crown Cookware labels its products 'Proudly Made in Canada' and describes itself as 'a Canadian family-owned manufacturing business' operating since 1981.,Canada (location not stated on fetched pages),Canadian family-owned; operates as Crown Custom Metal Spinning Inc.,"Third-party profile notes not every item listed on the site is Canadian-made, so buyers should confirm per product.","Direct substitute for U.S.-origin steel and aluminum cookware/bakeware under HS Chapter 73 (table, kitchen or household articles of iron or steel).",73.23,Proudly Made in Canada,https://www.crowncookware.com/,https://www.crowncookware.com/pages/about-us,2026-08-30,High,"Articles ménagers, plastiques, verre et produits de cuisine",Batteries de cuisine et ustensiles de cuisson,"Marmites, moules à gâteau, plaques à pizza et plaques à biscuits Crown Cookware","Casseroles, poêles et plaques de cuisson de qualité commerciale pour les cuisines domestiques et professionnelles.",Crown Cookware désigne ses produits comme « fièrement fabriqués au Canada » et se décrit comme « une entreprise manufacturière familiale canadienne » en activité depuis 1981.,Canada (emplacement non précisé sur les pages consultées),Entreprise familiale canadienne; exploitée sous le nom de Crown Custom Metal Spinning Inc.,Un profil de tierce partie note que tous les articles offerts sur le site ne sont pas fabriqués au Canada; il faut donc vérifier produit par produit.,"Substitut direct aux batteries de cuisine et ustensiles de cuisson en acier et en aluminium d’origine américaine du chapitre 73 du SH (articles de table, de cuisine ou de ménage en fer ou en acier)."
421,"Housewares, plastics, glass and kitchen products",Plastic pails and containers,Wenplastics,"Wenplastics IBC totes, plastic pails and bottles","Reusable plastic pails, totes and bottles used for storage and bulk liquids.",Wenplastics states 'Proudly made in Canada' on its official site and describes manufacturing durable IBC totes and plastic pails in-house.,Canada (location not stated),ownership not verified,None stated on fetched official page,"Replaces U.S.-origin plastic containers, pails and carboys under HS Chapter 39 (articles for the conveyance or packing of goods, of plastics).",39.23,"At Wenplastics, we manufacture durable IBC totes and plastic pails with the capacity to meet large-scale orders on time.",https://wenplastics.com/,,2026-08-30,High,"Articles ménagers, plastiques, verre et produits de cuisine",Seaux et contenants de plastique,"Grands récipients pour vrac, seaux et bouteilles de plastique Wenplastics","Seaux, grands récipients et bouteilles de plastique réutilisables pour l’entreposage et les liquides en vrac.",Wenplastics affiche « fièrement fabriqué au Canada » sur son site officiel et décrit la fabrication à l’interne de grands récipients pour vrac et de seaux de plastique durables.,Canada (emplacement non précisé),Propriété non vérifiée,Aucune précision sur la page officielle consultée,"Remplace les contenants, seaux et bonbonnes de plastique d’origine américaine du chapitre 39 du SH (articles de transport ou d’emballage en plastique)."
422,"Housewares, plastics, glass and kitchen products","Brooms, brushes and cleaning tools",Atlas Graham Furgale,"Atlas Graham brooms, mops and manual cleaning tools","Brooms, brushes and mops for household and institutional cleaning.","Atlas Graham states: 'We are a 100% Canadian owned and operated company, with more than 65% of our products being manufactured in Canada.'",Canada (location not stated on fetched page),100% Canadian owned and operated (Atlas Graham Furgale),"Company itself states only about 65% of its products are manufactured in Canada, so individual SKUs must be checked.","Alternative to U.S.-origin brooms, brushes and mops under HS Chapter 96 (brooms, brushes and mops).",96.03,"We are a 100% Canadian owned and operated company, with more than 65% of our products being manufactured in Canada.",https://www.atlasgraham.com/about-us/,https://madeincanadadirectory.ca/item/atlas-graham/,2026-08-30,High,"Articles ménagers, plastiques, verre et produits de cuisine","Balais, brosses et accessoires de nettoyage","Balais, vadrouilles et accessoires de nettoyage manuel Atlas Graham","Balais, brosses et vadrouilles pour le nettoyage domestique et institutionnel.","Atlas Graham affirme : « Nous sommes une entreprise détenue et exploitée à 100 % par des Canadiens, et plus de 65 % de nos produits sont fabriqués au Canada. »",Canada (emplacement non précisé sur la page consultée),Entreprise détenue et exploitée à 100 % par des Canadiens (Atlas Graham Furgale),L’entreprise elle-même indique que seulement environ 65 % de ses produits sont fabriqués au Canada; il faut donc vérifier chaque article.,"Solution de rechange aux balais, brosses et vadrouilles d’origine américaine du chapitre 96 du SH (balais, brosses et vadrouilles)."
423,"Housewares, plastics, glass and kitchen products",Cutting boards,Canuck Cutting Boards,Canuck end-grain and edge-grain hardwood cutting boards,Wooden cutting and serving boards for kitchen food prep.,"The brand states its boards are 'Handmade in Canada' and 'proudly handcrafted with over 45 years of wood working experience in Chatham-Kent, Ontario, Canada.'","Chatham-Kent, Ontario",ownership not verified,None stated on fetched official page,Substitute for U.S.-origin wooden kitchen boards under HS Chapter 44 (tableware and kitchenware of wood).,44.19,"Canuck Cutting Boards are proudly handcrafted with over 45 years of wood working experience in Chatham-Kent, Ontario, Canada.",https://www.canuckcuttingboards.com/,,2026-08-30,High,"Articles ménagers, plastiques, verre et produits de cuisine",Planches à découper,Planches à découper en bois franc à bout de fil et à fil de côté Canuck,Planches à découper et de service en bois pour la préparation des aliments.,"La marque affirme que ses planches sont « faites à la main au Canada » et « fièrement fabriquées à la main avec plus de 45 ans d’expérience en travail du bois à Chatham-Kent, en Ontario, au Canada ».","Chatham-Kent, Ontario",Propriété non vérifiée,Aucune précision sur la page officielle consultée,Substitut aux planches de cuisine en bois d’origine américaine du chapitre 44 du SH (articles de table et de cuisine en bois).
424,"Housewares, plastics, glass and kitchen products",Cutting boards,Deer Park Woodwork,Deer Park end-grain cutting boards and butcher blocks,Handmade wooden cutting boards and butcher blocks for kitchens.,Deer Park Woodwork markets its boards as handmade in Canada; the strongest wording captured on the fetched brand page is a customer statement praising the product as 'made in Canada'.,Canada (location not stated on fetched page),ownership not verified,The made-in-Canada wording captured on the fetched page appears in a customer testimonial rather than a company statement.,Substitute for U.S.-origin wooden cutting boards and butcher blocks under HS Chapter 44.,44.19,"High quality, great customer service, and made in Canada.",https://www.deerparkwoodwork.com/,https://www.deerparkwoodwork.com/collections/cutting-boards,2026-08-30,Medium,"Articles ménagers, plastiques, verre et produits de cuisine",Planches à découper,Planches à découper à bout de fil et billots Deer Park,Planches à découper et billots de boucher en bois faits à la main pour la cuisine.,Deer Park Woodwork présente ses planches comme faites à la main au Canada; la formulation la plus forte relevée sur la page de marque consultée est un témoignage de client vantant un produit « fabriqué au Canada ».,Canada (emplacement non précisé sur la page consultée),Propriété non vérifiée,La mention de fabrication au Canada relevée sur la page consultée figure dans un témoignage de client plutôt que dans une déclaration de l’entreprise.,Substitut aux planches à découper et billots de boucher en bois d’origine américaine du chapitre 44 du SH.
